Topic_Num,Topic_Perc_Contrib,Keywords,Text
16.0,0.9698,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","Business models capture how firms ‘do business’. Specifically, they explain how businesses create and secure value (Amit and Zott, 2001; Magretta, 2002, p.1). For new technology-based firms (NTBFs) that are new firms in high-tech industries, business_model development is crucial for firms’ abilities to create and capture value (Chesbrough and Rosenbloom, 2002; Teece, 2010), the commercialisation of their offerings (Dmitriev et al., 2014, p.2.), and, thus, for their performance (Alcalde and Guerrero, 2016; Pucci et al., 2017; Anwar, 2018, p.2.). This model development rarely happens without external assistance, as entrepreneurs (the founders) need to interact with stakeholders to reduce the resource scarcity that is unavoidable in the start-up stages."
16.0,0.9642,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","Customer relationships are crucial for the internationalization of SMEs. Efficient customer relationship management contributes to business growth, and that scaling requires deep engagement and communications with customers. Specifically, scaling companies need to track and align their value_propositions to customers and communicate both internally and externally to deliver high value to customers before, during, and after they use products or consume services. Growth firms emphasize personalized contacts with customers and aim at improving customer satisfaction, rather than reducing costs."
16.0,0.9628,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","For organizations whose goals include profitability and growth, money is critical and importantly comes from customers who pay for what fulfills their needs. Thus, for customers to buy proton products or services from an organization, its products or services must embody benefits that satisfy customers' needs. That is, the organization must offer customers the right value_proposition. However, a product that meets the needs of one market segment may not meet the needs of another."
16.0,0.9597,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","This study specifies that internationalization of online SMEs is associated with being able to create new partnerships and foster interorganizational system and service integration, particularly with large international online marketplaces and platforms. Further, the use of critical information systems such as CRM and ERP software for managing customer_relationships and business processes in the digital and international environment is essential."
16.0,0.958,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","In addition, with digitalization comes the “ability to turn existing products or services into digital variants, and, thus, offer advantages over tangible products”. This way, new products can be introduced to the market more easily. Furthermore, a high degree of digitalization enables firms to get digital customer feedback through digital_platforms. This way, new_ventures can integrate customers’ opinions as they develop digital innovations."
16.0,0.958,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","Cross-border returns are influenced by geographical distance, cultural differences, and institutional variations, but they do not entirely explain cross-border underperformance. Companies profit from cross-border investing by diversifying their portfolios and overcoming domestic investment shortages in saturated markets."
16.0,0.9561,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","Cross-border online shopping needs a lot of financial support and the traditional cross-border payment service is too complex, which hinders the development of cross-border business. In the asymmetric consortium blockchain system, many participants will be involved in cross-border transactions, including consumers, retailers, business banks, regulators, and the currency exchange market."
16.0,0.9431,"crossborder, customer, platform, need, service, innovation, business_model, system, ecosystem, digital","Unfortunately, a traditional incubator's strengths 
dont always mesh with the needs of high-tech service
companies. who needs discounted rent on physical 
space when the home has DSL line? instead, many 
entrepreneurs need cash and assisstance to get
their companies to the next level as soon as possible
( Ann, 2000: 3). "
17.0,0.9758,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","As all of this suggests, a strong partnering capability is required to successfully grow digital ecosystems. This capability must be designed to support digital partnering, which is not the same as the traditional handshake and bespoke partnering of the physical world. Traditional partnering often includes exclusive relationships, long-term contracts, and deep integrations, all of which take time to establish and require strategic commitment. Digital partnering creates growth by adding more products and customers via digital connections with other companies that enable fast response to customer needs. It requires the ability to determine and agree with partners about who will create value, how revenue will be apportioned, and what data will be shared; it also requires the capacity to quickly add partners’ products and services via plug-and-play connections that offer immediate order and payment processing, and sometimes delivery as well."
17.0,0.9746,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","The paradigm shift towards considering the significance of data as a strategic resource as well as an external view with inter-organizational data sharing are phenomena that just begin to gain research attention in the context of data governance. The rise of ecosystems underlines the need to review data governance from an inter-organizational perspective, as novel forms of collaboration between various actors lack concepts in enforcing governance mechanisms for data and challenge established practices. The dynamics within ecosystems are more complicated and diverse because value-creation processes, governance and ownership structures over data become less transparent."
17.0,0.9739,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","Hereby, banks are under massive pressure to transform their approaches and business_models to a more customer-centric approach in order to remain competitive. The traditional institution has felt the disruption and is working towards changing its business_model from product-centric to customer-centric [37]. Similarly Mărăcine et al. [49] suggest that five main areas exist where FinTechs can provide improvements in business_models for the banks: introducing specialized platforms, covering neglected customer segments, improving customer selection, reduction of the operating costs of the banks, and optimisation of the business processes of the banks."
17.0,0.9731,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","Consumers are looking for economic benefits such as huge price savings; lowering production/marketing cost when consumer uses Mobile Social Networking to make appointments and place orders. Online review allows consumer easily compare products/services, which save costs, leading to perceived purchase reliability, it is the strongest predictor of loyalty behavior. Convenience of search, access, evaluate, transact, possession, purchase and easy accessibility are two critical customer-perceived value for Mobile Social Networking leading to repurchase intension. Consumers preferred to identify people through phone number, easier to be found and easy access compared to user-ID verification and acceptance."
17.0,0.9716,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","First, disruptive_innovation provides a significant competitive advantage to firms which stems from being a quick mover or a quick follower, while latecomer firms are featured in flexible organisational structure and quick response ability which makes it possible. Second, disruptive_innovation is a process which is usually difficult to be captured by incumbents due to lack of economic incentives and/or existing organisational barriers. In contrast, however, latecomer firms will be provided with the entry chances into the fringe market which can obtain survival by avoiding the disadvantages of resource constraints and further to disrupt the mainstream market."
17.0,0.9597,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","Looking at firm level, companies can use the
applied methodologies in order to gain insights about market sentiment prevailing
after reporting company news, publishing a new strategy or releasing a new product.
Thus, understanding the extraction of sentiment from textual documents provides
market participants and researchers with a flexible and adjustable tool that is both
directly related to the asset class and quicker as well as easier to replicate as, e.g.
topic-specific surveys.(Hausler, Ruscheinsky and Lang, 2018)
"
17.0,0.958,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","Blockchain and its distributed ledger technology may give patients more control of their data; improve reliability, security and accuracy of data recording, and help reduce costs. Blockchain-based electronic Health systems may create significant improvements in medical records management."
17.0,0.954,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","Automation Cloud enables software applications to be installed not physically in the plant but anywhere through either intra- or internet connection. This enables the use of much more powerful computing resources (e.g. parallel computing) and easier remote administration. It can also allow purchasing a solution as a service withoutinvesting inhardware,thus reducing the investment risk."
17.0,0.9517,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick","The concept of a “customer value_proposition” is indigenous to marketing. The term “value_proposition” was originally conceived as a proposition for customers, thus, in our view, it clearly comes from marketing. Since then, as you point out, the concept has been adopted in several other disciplinary areas. The concept has mainly been applied in human resource management through the concept of an “employee_value_proposition”, and in the field of strategy as a component of the business_model."
17.0,0.9463,"data, consumer, digital, company, bank, growth, cost, connection, ecosystem, quick",The facilitation of cross-border e-business and the integration of operation systems make companies more efficient in export trade activities and also save time and costs for consumers during online shopping activities. The information involved in online promotion can offer further support to consumer decisions by transferring information online.
18.0,0.981,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","Capitalism is based on the generation of value. Customers can develop customer value by doing it themselves (insourcing), which is popular in B2B markets. While this is incredibly effective, internal turf difficulties, transfer pricing issues, and distributing the surplus generated by value_creation among multiple internal business units may make it inefficient. When a client outsources value_creation operations to independent contractors and suppliers, value in exchange is created. The supplier business benefits from the discipline of competitive pricing in unfettered marketplaces since it drives cost efficiency. Companies that are unable to create value are doomed to fail as a result of constructive destruction. While market efficiency may exist, it may also result in market failures or partial failures in terms of ignoring and serving particular portions of society due to affordability and accessibility concerns."
18.0,0.9707,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","Cross-border business organisations' career management procedures are crucial in assuring the organization's cross-border sophistication and the advancement of its managers. Understanding how cross-border managers should deal with a range of workers in a variety of cross-border business situations is essential to managing cross-border relationships. In order to deal with cross-border organisations, a manager must grasp the needs of diverse cultures, as well as the strategic aim of their companies and how to communicate that intent globally."
18.0,0.9698,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","Facilitating value_creation represents the operations level of 
managing CVPs, in that it connects the company-designed mecha nisms for co-creation of value to where the customers actually live or do business, the contexts in which they assess their options. Firms should possess the fullest possible understanding of how their customers perceive value in their own context, and they should use that insight to develop the best possible tools for customers’ management of value. It is always essential to understand what kind of value is created and for whom, through what kinds of resources and what kinds of mechanisms, from the customer and company angle both."
18.0,0.9642,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","Value propositions are vital for facilitating investments and business transactions with external stakeholders , the MaaS strategy and preparedness are utilized to guide dialogue with relevant stakeholders. The goal is to define the role of relevant authorities in enabling the transition. The guided emergence of an ecosystem that can generate competitive MaaS services often depends on some changes to legislation and mutual agreements between partners involved. "
18.0,0.954,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","when partners are focused on value‐in‐use as the basis for value_capture, trust between partners becomes necessary support for control‐based relationships centered on contracts and other legal agreements. In short, value_capture processes involve activities that enable providers and customers to determine how the additional value created should be distributed between provider and customer."
18.0,0.9491,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","A new company committed to scaling their company value rapidly must develop value_propositions for diverse parties. This includes not just identifying value_propositions for customers, but also aligning these value_propositions with scaling initiatives, and activities that the new company carries out to scale rapidly. This is reported as a major challenge worldwide, which we surmise is one of the main reasons why most new companies do not scale their company value rapidly.  "
18.0,0.9309,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","Most current research agrees that the two main functions of a business_model are to create value for the company's stakeholders and capture value for the company's owners. However, what these terms mean, how to measure them, and most importantly, how the management can affect them remain contentious."
18.0,0.9309,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","In terms of innovation, value is created through the processes of inventing, developing, producing, and delivering new market offerings that create turnover. Therefore,  receivers  define  value  based  on  their  perceptions  of  the  potential  usefulness  of  the  exchanged  resource  for  addressing  their  needs.  "
18.0,0.9121,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","Customer experience is definitely the key to strengthening the cross-border sales. Some of your customers will be promoters, satisfied with your company and happy to put in a good word for you is likely to help you grow your business."
18.0,0.9121,"company, crossborder, customer, value_creation, stakeholder, manager, value_propositions, partner, management, value_capture","Defining the division's position in agri-food commerce, identifying stakeholder challenges, and identifying trends are some ways to enhance the situation for agri-food exports."
19.0,0.958,"company, innovation, research, found, digital, factor, business, data, saving, part","Company culture, prior agile and lean experience, management support, and value unification were found to be key success factors during the action research process. Resistance to change, an overly aggressive roll-out time frame, quality assurance concerns, and integration into preexisting nonagile business processes were found to be the critical challenges in the scaling process"
19.0,0.9561,"company, innovation, research, found, digital, factor, business, data, saving, part","Digitalization seems to enable a shift toward more historical perspectives as it holds the potential to make data collection and analysis much more resource-efficient. The research related to digital archives described earlier illustrates how the emergence of software, digital photography, OCR-processing, and the creation of a database structure creates considerable productivityimprovements."
19.0,0.9491,"company, innovation, research, found, digital, factor, business, data, saving, part","it is often the case that
businesses located in an incubator or managed
workspace will buy and sell goods and services
from each other – they will network and
intertrade. To help with this, and to provide an
element of income stability, some ‘anchor
tenants’ such as an established design firm or
perhaps an arts administration company might
be introduced at an early stage. Ideally, all the
individual tenants should have to worry about is
running their businesses and paying the
(all inclusive) rent. (Montgomery, 2007, p. 14) "
19.0,0.9483,"company, innovation, research, found, digital, factor, business, data, saving, part","Companies are transforming themselves digitally to re-think what their clients like and make operating models which will fully benefit what's newly possible and differentiate themselves from their competition. Innovation stays critical to improving society, business growth, and maintaining a competitive benefit inside markets during this landscape. On top of this, the innovation process continues to be an iterative, uncertain, interactive, path-dependent, context-specific and multi-tasking undertaking. It, therefore, remains the case that a critical subject matter in business is to become conscious of the right solutions for implementing a process of innovation, from the preliminary phase of creativity to promote diffusion"
19.0,0.9463,"company, innovation, research, found, digital, factor, business, data, saving, part","One of the benefits of digitalisation is that, It further helps organizations identify risk factors. The continuous access to real-time data provides managers with the opportunity to react before problems occur, resulting in potential cost savings. Thus, we believe that the more parts along the value chain are digitalized, the higher are the resource savings."
19.0,0.9194,"company, innovation, research, found, digital, factor, business, data, saving, part","The different parts of cross-border regions often show very dissimilar economic histories, technological trajectories, institutional set-ups as well as different social
 dynamics, they also form barriers obstructing successful integration"
19.0,0.8792,"company, innovation, research, found, digital, factor, business, data, saving, part",The most significant benefit of cross-border trading is the global exposure of the goods that merchants deal with.
20.0,0.9785,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","The need to rethink the optimal mix of product_and_service_business has been identified, since the digital part of a hybrid_solution is always a service. Besides, Business Model patterns which were reserved to digital industries until now, are becoming relevant to traditional good sales industries. Consequently, the Industry 4.0 is pushing companies to a change from product to service mindset. Moreover, many researchers have suggested that manufacturing firms in developed economies should expand their role in the value chain by extending their products with services so they do not have to compete solely on manufacturing cost. The result is the so-called product- service system (PSS) concept, a framework describing the integrated development, realization, and offering of specific product-service bundles as a solution for the customer. As a result, suppliers, customers, and other partners become part of a networked ecosystem around the CPS."
20.0,0.9785,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","The need to rethink the optimal mix of product_and_service_business has been identified, since the digital part of a hybrid_solution is always a service. Besides, Business Model patterns which were reserved to digital industries until now, are becoming relevant to traditional good sales industries. Consequently, the Industry 4.0 is pushing companies to a change from product to service mindset [11, 12]. Moreover, many researchers have suggested that manufacturing firms in developed economies should expand their role in the value chain by extending their products with services so they do not have to compete solely on manufacturing cost. The result is the so-called product- service system (PSS) concept, a framework describing the integrated development, realization, and offering of specific product-service bundles as a solution for the customer. As a result, suppliers, customers, and other partners become part of a networked ecosystem around the CPS."
20.0,0.9775,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","The effectiveness of business_model innovation depends on three process phases. What we develop in collaboration with our customers: value_proposition definition, value provision design, and value-in-use delivery. Also, success is determined by the coordination of specific value_creation and value acquisition. Activities in each phase: identifying value_creation opportunities—agreeing on value distribution in value_proposition definition, designing the value offering—deciding on the profit formula in the value provision design, and refining value_creation processes—regulating incentive structures in the value-in-use delivery. Identifying value_creation opportunities—agreeing on value distribution in value_proposition definition, designing the value offering—deciding on the profit formula in the value provision design, refining value_creation processes—regulating incentive structures in the value-in-use delivery.
"
20.0,0.9655,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","Most value_creation was achieved by the value-added manufacturing of industrial and agricultural raw materials. Internal customers were familiar throughout the worth chain, from procurement of raw materials to delivering finished products to external customers. The customer value_proposition was conspicuously absent because there was no formal or conscious mindset that conglomerate's subsidiaries were all customers of each other. Today, this can be mentioned as internal marketing."
20.0,0.9642,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","The notion of value_proposition was split into five components by finding and methodically analysing Amazon.com innovations: performance, simplicity of use, reliability, flexibility, and affectivity (PERFA). An attempt to link value_proposition and innovation in a novel way. It gives scholars and practitioners a better grasp of how innovation affects the structure of a value offer."
20.0,0.954,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","To qualify for an innovation, the new business_model must enlarge the existing economic pie, either by attracting new customers into the market or by encouraging existing customers to consume more and BMI phases should contain the four phases identified are initiation (understanding the ecosystem), ideation (generating new ideas), integration (aligning the business_model internally), and implementation (making investments)."
20.0,0.9491,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","A concept that supports predicting the effect of innovation on business_model values. This concept redefines the value_proposition logic in business_model innovations with five primary variables: business_dependence_structure, business_value_dominance, innovation_dynamics, innovation_domains, and innovation-resources-agility"
20.0,0.9463,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","A key is to secure the alignment between incumbent assets and managerial choices: an incumbent needs to discriminatingly align its assets with the right managerial choices to capitalize on complementary assets and to inoculate conflicting assets, thereby garnering better BMI performance."
20.0,0.9431,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","A successful innovative offering value_proposition convinces the customer that the startup's offering will provide extraordinary value, if the startup can actually realize it. The leveraging assistance value_proposition identifies which specific support and resources the startup will receive and what the startup will give in return for that."
20.0,0.9431,"value_proposition, customer, business_model, innovation, industry, value_creation, startup, asset, part, digital","Once a database has been built according to the steps described in the previous section, various
topics can be addressed. A technology, a firm, or an individual can be studied in further detail.
Making use of the search function in a database where all documents have been processed using
OCR technique implies that all documents containing this particular term or name can be identified."
21.0,0.9794,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","In service-driven economies characterized by rapid changes due to digitalization, globalization, and an increasing focus on value_creation through customer experiences, service innovation is critical to survive and necessary for success. Innovation involves collaboration between actors that leverages existing and new resources in smart ways to create social and business value that drives growth, creates jobs, and ensures a dynamic, healthy economy. Tesla clearly illustrates the need for collaboration with multiple actors and infrastructure support to leverage existing and new resources. The innovation is in how the ecosystem of batteries, cars and, not least, a network of stations to charge the batteries, to note some of the resources necessary to enable innovation to scale up. When more actors become engaged and can extract value, the ecosystem scales up"
21.0,0.9724,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","Low-end disruptions are those that attack the least-profitable and most over-served customers, begin in a low-end market, with inferior performance as regards traditional attributes and by offering a low price and design simplicity. These innovations are designed for customers for whom the incumbent’s offer provides excess functionality at unaffordable prices. Such disruptions are associated with the strategies of opportunities discovery. Incumbents pay less attention to less-discerning customers and typically offer their products to their most profitable, more discerning customers"
21.0,0.9667,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","Digital innovations, characterized by convergence and generativity (Yoo et al., 2012) are blurring boundaries between industries and sectors (e.g., Education and Entertainment), consumers and producers (e.g., Sharing Economy), humans and machines (e.g., Artificial Intelligence), products and services (e.g., Servitization), and the physical and the digital (e.g., the Internet of Things)."
21.0,0.9667,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","Future research could use a marketing analytics method to collect data over time on how web designers treat high-level navigation. According to a convenience sample of financial planning organisations, the About Us page is typically reserved for biographies and mission statements, and these subpages do not stimulate customers to locate a value_proposition. Nonetheless, the About Us page indicates legitimacy, which is consistent with institutional theory."
21.0,0.9667,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","SMEs seeking growth need to consider early and rapid internationalization as many national markets are not only highly competitive, but also too small, mature, and isolated for lucrative growth. Although SMEs can derive scaling benefits from expansion both within their national market and across national boundaries, the latter is likely to provide them with more benefits. By expanding across_borders, they can gain access to new_markets, achieve economies of scale and scope, engage in beneficial learning opportunities, and utilize low-cost factor inputs, all relevant aspects in business_model scaling. "
21.0,0.9655,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","For creating 3D avatars, above-mentioned applications and researchers use different
techniques. Mport uses body measurements such as height, weight, biceps, chest, knees, waist/
hip ratio, waist/height ratio, etc. “Styku” and “Size stream” use body scanner to create avatars.
Wuhrer and Shu (2012) used 1D measurements to create 3D avatars. Apeagyei (2010) also used
3D body scanning technology for human measurement for clothing size. However, Merle et al.
(2012) claimed that creating the 3D avatar and virtual fitting on it do not have a great influence
on consumer purchase decision.(Nasibov et al. 2018, p 3)."
21.0,0.9642,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","Diffusion of innovation theory explains the process by
which an innovation is introduced, communicated,
evaluated and, consequently, either adopted or rejected.
Most individuals first try a new technology on a partial
basis, and only if they perceive advantages in
using it will they adopt the innovation (Rogers, 1995).
Within the adoption literature, perceptions of innovation
characteristics such as relative advantage (usefulness
and entertainment value) and complexity (ease of use)
(Rogers, 1995; Venkatraman & Price, 1990) and also
differences in individual shoppers (e.g., gender and levels
of innovativeness and technology anxiety) Meuter
et al., 2005; Meuter et al., 2003; Robinson, Marshall, &Stamps, 2004; Peck & Childers, 2003)"
21.0,0.9642,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","Promoting sustainability and resilience in a business ecosystem, is one of the current concerns in business practice and research. Sustainability in ecology is defined as the ability of an ecosystem to maintain its essential functions and processes, and retain its biodiversity in full measure over the long-term. Resilience is the capacity of an ecosystem to respond to a perturbation or disturbance by resisting damage andrecovering quickly"
21.0,0.9613,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","Value capture tasks include  designing the value offering and deciding the profit formula to agree on a mutually beneficial business_model. It involves the concrete design of equipment and service activities in terms of scope and allocation, and 
the formulation of delivery-process descriptions and 
expected roles so that the defined outcome-based ser vice was translated into a signed contract. This phase 
placed higher demands on the ability of partners to 
negotiate so that the benefits and the alignment of 
value-creation and value-capture activities could be 
realized"
21.0,0.958,"innovation, community, ecosystem, eg, customer, member, resource, economy, opportunity, digital","The nature of an online community affects the user’s impression of the community and therefore influences the user’s willingness to spend time or to contribute to the community. The five motivational factors related to the nature of the community are group identity, usability, pro-sharing norm, reciprocity and reputation."
22.0,0.9814,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","Building on Maslow’s hierarchy of needs, the extant literature suggests that value_propositions can form a hierarchy with economic value_propositions at the most fundamental level, followed by functional, emotional, and, finally, symbolic value_propositions. Economic value_propositions aim to appeal to consumers through price-based value, which is defined as the lowest price among competitive offerings or the best trade-off between benefits and sacrifices. Functional value_propositions appeal to consumers with promises of functional, utilitarian, or physical product performance and benefits that can solve consumers’ problems in efficient, effective, and convenient ways. Emotional value_propositions aim to arouse positive feelings and affective states in consumers. And symbolic value_propositions promise consumers to deliver positive consumption meanings, whether personal or social. In other words, self-expression, social value, and the meanings behind consumption are major drivers of consumption behavior."
22.0,0.9807,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","In contrast, online communities for low-skilled micro-task platforms were more controlled with little opportunity for crowdworkers to interact with each other. This, Gerber argued, was done to curb ‘irresponsible autonomy’ or worker resistance. Moreover, Gerber finds the design of community spaces as forms of indirect control via ‘community engineering’ whereby workers used these spaces individually to cope with their negative work experiences and thereby minimizing contestation and conflict. Therefore, these spaces did not become vehicles for building collective worker power. Rather, they were designed as instruments of selfregulation and self-disciplining, turning workers into self-managers."
22.0,0.9803,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","The customer value_proposition (CVP) is an important tool for expressing how a business intends to give value to its customers. Despite the fact that managers and academics are increasingly using CVP nomenclature, the notion remains poorly understood and implemented; despite the wide scope of study on the value concept, relatively little research on this topic has been published. In response, this article provides a comprehensive review of the fragmented CVP literature, highlighting the lack of a strong theoretical foundation; distinguishes CVPs from related concepts; proposes a conceptual model of the CVP that includes antecedents, consequences, and moderators, as well as several research propositions; illustrates the application of the CVP concept to four different companies; and advances a compelling research agenda."
22.0,0.9785,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","The terms ""digitalization"" and ""digitization"" are frequently used interchangeably. Both terms refer to the same object, although they mean different things. Digitization is the translation of analog information into digital forms, whereas digitalization is the arrangement of multiple and various social life areas via digital communication technology. Digitalization technologies consist of artificial intelligence (AI), robots, automation, the Internet of Things, big_data, 3D printing, autonomous vehicles, drones, cyber weapons. dDgitalization refers to the use of any digitalization technology on any part of the commercialization activities of companies."
22.0,0.9688,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","Online communities are a place where people can voluntarily visit and contribute. Recruiting new members is critical to sustaining an online community, and communities must be designed with that goal in mind. While the importance of recruiting new members is often discussed, most studies focused on new members’ socialization and retention stages, in which they are entangled with existing members, rather than their first experience in an online community. Understanding their first experience of the online community is important because their initial decision to revisit to or join in the community highly rests on their initial mental models formed during their first experience."
22.0,0.9628,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","The marginal cost of serving an additional user on many digital networks is, for all purposes, zero, apart from the small incremental cost of computing capacity makes digital business_models easier to scale. At the same time, where low entry costs and plentiful capital is often available to digital startups, the entry barriers are thus quite low, resulting in a very large number of entrants into this specific market of startups."
22.0,0.9561,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","Nevertheless, this new industrial_paradigm is transforming the current ways of value_creation, since it involves changes in the technical and production developments, which in turn has brought extensive organizational consequences and opportunities providing more cooperative environments, improved customer_relationships or new product_and_services offers. Consequently, new and adapted business_models are needed."
22.0,0.954,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","As the scaling within the organization continues, the more complex and time-consuming it becomes. In our experience, most organizations aim for safe paths and start with a pilot project before trying to scale further. We have seen organizations that successfully ran several pilot projects in parallel but not several business units in parallel."
22.0,0.9491,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member","Certainly, the digitalization itself can be understood as one of the vivid appearances (main trends) of the change of technological orders together with for instance transition from an internal combustion engine to more advanced engine models (electric, hydrogen) or searching for the ways of non-waste production, new medicine, new forms of or organization."
22.0,0.9463,"community, value_propositions, digital, cvp, digitalization, management, research, worker, consumer, member",Identifying competitive CVPs represents the strategic level of their management: it entails matching customer and company perspectives for positioning around creation of customer value for competitive advantage. Identifying competitive CVPs is fruit of stra tegic decisions on what kind of value to create and what kind not to create. It is about segmentation and positioning in light of a logic centered on creating customer value that is intended to last
23.0,0.9794,"data, business_model, information, system, offer, value_creation, asset, resource, organization, value_proposition","Data are the first step in advancing our understanding of real estate and enabling effective use of ML. Without sources of clean, structured data, it is impossible to train models and get insights. ML is an effective tool used in structuring data and aggregating various information sources, a task that has proven to be a roadblock for many real estate companies in the past. These data include traffic information, sales reports, revenue statistics, location information, and customer demographics (LocateAI, Inc. 2018). The users of these data may be the technology firms themselves, who leverage the information to improve their platforms for users. Others may sell the data as a service to their clients, who might be investors, lenders, and other professionals in the industry.(Viriato, 2019)"
23.0,0.978,"data, business_model, information, system, offer, value_creation, asset, resource, organization, value_proposition","Digital technologies have ushered in a new industrial revolution, bringing disruptive changes as well as future progress. Globalization has been defined by the movement of goods and services between nations for decades. Although the dynamics of physical flows are currently moderate, globalization is not slowing down. Organizations are transforming in such a way that a fundamental need for change is arising in their structure and operating methods. Complex economic systems are emerging that must be grasped, in a concrete way. In this context, digital_technologies and platforms have been developed to reach new_markets and to resize the economics of cross-border business, notably by reducing costs, shortening transactions, and enhancing market knowledge through greater interactions."
23.0,0.9775,"data, business_model, information, system, offer, value_creation, asset, resource, organization, value_proposition","Organizations feel obligated to tell us ""what"" they do without first explaining ""why."" Understanding the need (the why) before focusing on the outcome is an important part of the design process (the what). If successful, an organization's 'why' can inspire long-term buy-in from employees and customers by resonating on a deeper, emotional level. The 'Golden Circle' concept, developed by Simon Sinek, was used to examine 100 organisations' value_propositions across sixteen industries in order to better understand how they are currently conveying their what, how, and why. When compared to the how and what outcomes, only 24% of organisations explicitly stated their ""why."" This article uses an iterative design method to help firms better understand their value, allowing them to establish their ""why"" from the inside out. This article illustrates why analysing an organization's value_proposition should be at the centre of strategy decisions and communication."
23.0,0.9775,"data, business_model, information, system, offer, value_creation, asset, resource, organization, value_proposition","Technology is having a critical factor for business_models in the tourism industry and explains the power of digitalization (denotes the application of computer-based technology)in the tourism sector. Technology has replaced the current way of business operations. Digitalization has introduced advancements related to tourist behavior transitioning from sitting and searching to roaming. It has provided the sources of information, content from various users, and connection establishment among various platforms. In tourism, online booking systems, e-tourism tickets, and platform-based businesses are the results of digitalization in this sector. In this way, we can see digital solutions for a few firms and or it has created an entirely new business segment for new entrants."
