name,content,type
VR0007,"The marginal cost of serving an additional user on many digital networks is, for all purposes, zero, apart from the small incremental cost of computing capacity makes digital business models easier to scale. At the same time, where low entry costs and plentiful capital is often available to digital startups, the entry barriers are thus quite low, resulting in a very large number of entrants into this specific market of startups.",Althoff et al.2021 p.6516
VR0008,"Mechanisms of the rapid growth of an innovative platform startups are being data-driven, being able to release and launch modifications instantly and being able to swiftly transform novel value-in-use and therefore able to reduce marginal costs for every new customer to close to zero.",Althoff et al.2021 p.6517
VR0009,"Professional service providers should have the need to grow by giving an increasing knowledge demand in a technological society, putting ever more pressure on the need for expertise in how to manage this knowledge. Professional service startups are characterized by high knowledge intensity, low capital intensity, and professionalized workforces",Althoff et al.2021 p.6520
VR0010,"As the scaling within the organization continues, the more complex and time-consuming it becomes. In our experience, most organizations aim for safe paths and start with a pilot project before trying to scale further. We have seen organizations that successfully ran several pilot projects in parallel but not several business units in parallel.","Berndtsson et al, 2020 p.47"
VR0011,"The golden nugget is to use more advanced forms of analytics to make better decisions and become data-driven.
Organizations that have managed to embrace and scale up the usage of advanced analytics are typically in better positions than their competitors with respect to financial and operational results","Berndtsson et al, 2020 p.44"
VR0012,"Analytics is used to make better decisions, and scaling analytics is a journey that is done in several dimensions. All scaling attempts with analytics start with a solid use of descriptive analytics in place. Do not take a shortcut and jump directly to prescriptive analytics without having both descriptive analytics and predictive analytics in
place.","Berndtsson et al, 2020 p.47"
SG001,"Business process management (BPM) supports the creation and capture of firm value. In a dynamic context, the current approach to BPM appears to be limited and static in the face of the challenges posed by the firm's open innovation (OI) ecosystem.","Abdulkader et al, 2020 p.28"
SG002,"BMI is defined as the activity-based perspective of BMs, resulting in changes in an enterprise’s BM that is new to the world or just new to the enterprises under analysis . BMI results in reconfiguration of activities in the existing BM of an enterprise that is new to the market in which enterprise competes . It is a process that deliberately changes the core elements of an enterprise and its business logic","Pucihar et al, 2019 p.344"
SG003,"Technical advancements within the subject of artificial intelligence (AI) leads towards development of human-like machines, able to operate autonomously and mimic our cognitive behavior. The process of value creation is one of the main segments of business model innovation (BMI) that is clearly connected to AI through its ability to solve complex problems based on large data-sets","Reim et al, 2020 p.180"
SG004,Only if the business model is designed and changed to support the provision of predictive maintenance services can manufacturing enterprises achieve the expected economic benefits and sustainable competitive advantage from the provision of digitalization equipment maintenance services. Numerous studies have shown that business model innovation is a vital leverage to improve the sustainability performance of enterprises,"Chen et al, 2018 p.4"
SG005,"Business model innovation differs from instrumental innovations (e.g. in processes or
products) in that it is a more systems-oriented approach, aiming at deliberate changes to
how companies create value (Wirtz et al., 2016). As a consequence, business model
innovation deals with comprehensive activity systems, bringing together various tasks
such as supplier identification and recruitment, value proposition design, development of
new customer channels, new revenue models and many more.","Breuer et al, 2018 p.26"
SG006,"In   digital   era,   The development of business model innovation relly  on the customer experience, since customer can be connected through digital technology anywhere and any time. Digital  leadership there  isa significant  impact  directly  and  indirecty  through  customer experience orientation in formulating business model innovation.","Wasono et al, 2018 p.8"
SG007,"A business model broadly describes ‘the way business is done’  by illustrating how a business proposes, creates and delivers and captures value  for the business, customer and wider group of stakeholders. As such, it provides a ‘systemic lens’ to investigate businesses and the ways they operate . A business model is typically depicted by a value proposition (product/service offering), value creation and delivery (how this value is provided e.g., through activities and sales channels) and value capture mechanisms (how money is made and other forms of value are captured)","Bocken et al, 2019 p.2"
SG008,"The concepts of BM, BMI, and its relationship with internationalization and entry modes are investigated in this paper. Based on the literature review, a theoretical model is proposed to relate entry modes and the need of business model innovation. The global market can be considered a volatile environment and the internationalization of a firm through the adoption of any entry mode may lead to the need to innovate or adapt its business model (BM) to better fit specific contexts of international markets. Even though entry modes have been deeply investigated during the last decades, the relation of business model innovation (BMI) and entry modes is a new study subject.","Nunes et al, 2019 p.226"
SG009,"The concept of business model innovation has been put to the forefront of the debate of how companies may preserve their market position . The present literature of business model innovation mainly focuses on external antecedents, which may pressure companies to engage in business model innovation. This pressure may also arise through technological disruptions","Lee et al, 2019 p.44"
SG010,"Implementing a new or improved business model that establishes routines to explore and exploit internal and external knowledge sources can affect the existing stock of resources and capabilities for innovation. Building on the existing stock, the new or improved business model can influence how it can be used and combined to generate new stock of resources, capabilities, and knowledge. To implement BMI, policymakers should therefore consider the whole innovation value chain from knowledge generation through conversion to commercialization.","Cheah et al, 2018 p.3952"
SG011,"Moreover, there is a certain relationship between business model innovation and technological innovation. Chesbrough et al.  believe that an important role that business models can play in early stage research and development (R&D) is to release the potential value of technology and obtain as much value as possible. At the same time, business model innovation can also drive technological innovation , and promote enterprises to produce reliable products to gain competitive advantage.","Tian et al, 2019 p.1455"
SG012,Business model innovation (BMI) and specifically BMI  that  is  carried  out  by  making  use  of  alliances  has by now received little attention in business model and  innovation  literature.  This  is  unsatisfactory  as  networks that cross borders between market players are  growing  rapidly  and  very  often  determine  the  nature of 21st century innovation processes.,"Spieth et al, 2021 p.25"
KD0001,"To build an efficient network of worldwide overseas warehouses, cross-border companies developed its overseas warehousing businesses, which include third-party overseas warehousing for medium-sized cross-border e-commerce companies and transhipment services for individuals.","Wang, Y. et al, 2018, p. 4362."
KD0002," Cross-border e-commerce firms can achieve secondary distribution capabilities through the overseas warehouses, which is a useful complement to reverse logistics capabilities.","Wang, Y. et al, 2018, p.4362."
KD0003,"Cross-border e-commerce can add value by  planning logistics visualisation, such as package tracking to provide re-sending and reassignment services.","Wang, Y. et al, 2018, p.4362."
KD0004, Studies into cross-border enterprise activity conducted in a group of entities near the EU eastern border showed that they did not use the advantage offered by their border location to establish cross-border relations.,"Smuttrasen & Heo, 2020, pp.53-62"
KD0005,Cross-border businesses rely on digital communication for success. Organizations that find a way  to communicate effectively with all members from different parts of the world can open up their opportunities by tenfold.,"Smuttrasen & Heo, 2020, pp.53-62"
SW0001,"Information and communication technologies and e-business are making it more difficult for SMEs to develop strategies, necessitating the adoption of a business model that values innovation, change, ambiguity, and uncertainty.","Ramsey, E. et al, 2002, p. 252"
SW0002,"To implement Internet commerce, SMEs must evaluate variables such as regional market scope, supply chain structure, industry characteristics, management style, ability to innovate, and entrepreneurialism.","Ramsey, E. et al, 2002, p. 253"
SW0003,"Services trade is increasing at a faster rate than goods commerce, and ICTs like the Internet has been demonstrated to change services into a more individual-oriented, sustainable, and diagonally connected economy.","Ramsey, E. et al, 2002, p. 261"
SW0004,Relationship service in a cross-border context entails cultural adaptability. Cultural adaptation has the ability to improve the effectiveness of websites and to benefit the buyer/seller relationship.,"Sinkovics, R. et al, 2007, p. 222"
SW0005,"Cross-border business organisations' career management procedures are crucial in assuring the organization's cross-border sophistication and the advancement of its managers. Understanding how cross-border managers should deal with a range of workers in a variety of cross-border business situations is essential to managing cross-border relationships. In order to deal with cross-border organisations, a manager must grasp the needs of diverse cultures, as well as the strategic aim of their companies and how to communicate that intent globally.","Fish, A., 1999, p. 197"
SW0006,"Firms must appreciate a worldwide corporate culture in order to comprehend and manage varied cultural values, attitudes, and behaviours. Culture and values, as well as shared assumptions, can be examined at two levels of an organization's culture. Understanding each element is essential to comprehending an organization and its managers' behaviour. Importantly, the organization's power base is mirrored in how certain activities are carried out.","Fish, A., 1999, p. 198"
KJ0001,"Chinese consumers prefer to buy from the cross-border platform because the online price of similar products is cheaper compared to physical stores. They also have better incomes and want higher living standards. Hence, imported branded items are more popular among them. ","Baek, E. et al 2019."
KJ0002,"The cross-border activities might be complex because of cultural and institutional differences between markets. However, this complexity also becoming an opportunity for multinational companies to merge and developed. ","Khan, Z. et al, 2021, p.100578."
KJ0003,"Multination Enterprises (MNEs) use cause-related marketing (CRM) to build their reputation and make it stronger to enter new markets, which is through cross-border acquisitions (CBAs). ","Matarazzo, M. et al, 2019"
KJ0004,Limited items availability makes Chinese's shoppers more eager to find and search for products. Consumer's concerns about buying branded items that are not authentic also makes them prefer to buy the products directly from the source.,"Baek, E. et al 2019."
KJ0005,"In a complex cross-border activitis scenario, the researchers recommends that, there should be integration limination between the acquirer and target for a better post acquisition performance. However, it might not work in certain cases.","Khan, Z. et al, 2021, p.100578."
MI0001,The firms extract above-normal returns from cross-border investments by internalizing host-country market imperfections when their firm-specific assets cannot find comparable value elsewhere. The results from internalization are expected to be capitalized into the higher value of the firm which reflects that investment decisions improve the ability of the firm to expand by taking benefit from the systemic advantages inherent in a multinational network,"Aybar and Ficici, 2009,p. 3."
MI0002,"There are several important factors that have an impact on the value captured by the acquirers in cross border businesses such as size, leverage, international experience of the acquirers, prior presence in the host country, the relative size of the target, the stake acquired in the target (controlling or non-controlling), an acquirer's corporate governance structure","Aybar and Ficici, 2009 ,p. 6."
MI0003,"In cross-border business, the firms can add value with co-specialization in which an asset owner is not aware of the value of its assets to other parties with assets whose value will be enhanced through combination.This happens because the markets for co-specialized assets are necessarily thin, and are frequently global in nature. This enables systemic innovation to proceed and to allow value appropriation in multi-invention contexts by combining the co-specialized assets.","Pitelis and Teece, 2010,p. 1256. "
MI0004,"Multinational Enterprises capture more value by creating new markets through their cross-border activities, which involves not just solving existing market failures, but also creating new markets through the entry of competitors, competition with local players, and careful dealings with foreign governments.","Pitelis and Teece, 2010,p. 1263."
MI0005,"In the case of international businesses, organizational routines, governance systems, and business models cannot generally be protected by the instruments of IP law and the absence of secure property rights is likely to handicap the operation of the market which indicates that foreign direct investment is likely an important vehicle by which firms capture value from innovation.","Pitelis and Teece, 2010,p. 1263 "
PM0001,"Cross-border transactions have become more and more popular around the world, but they still have risks and challenges, like the lack of a fair profit allocation system. To address these issues, we propose a new framework for the transaction system with the support of blockchain technology.","Fu, Z. et al, 2021."
PM0002,"In a cross-border transaction system, each area or country may have its local business bank, which is trusted by the residents, as well as the central bank or government's financial regulation departments, which can share its information in real-time via the distributed ledger technology.","Fu, Z. et al, 2021, p. 1."
PM0003,"Cross-border online shopping needs a lot of financial support and the traditional cross-border payment service is too complex, which hinders the development of cross-border business. In the asymmetric consortium blockchain system, many participants will be involved in cross-border transactions, including consumers, retailers, business banks, regulators, and the currency exchange market.","Fu, Z. et al, 2021,p. 3."
PM0004,"International mergers and acquisitions (M&A) have long been used by multinational enterprises (MNEs) to quickly expand abroad or penetrate new foreign markets, but sometimes because of cultural differences M&A outcomes can be disappointing","Lee, S. et al, 2015,p. 1."
PM0005,Cultural differences do not automatically cause tensions. But when tensions do arise – often due to situational factors such as lack of communication or poor performance – people blame many of the organizational difficulties they encounter on cultural heterogeneity – on the presence of others who seem different – rather than to the context within which these problems took place,"Lee, S. et al, 2015,p. 13."
BZ0001,"New companies committed to scale need to operate across borders, innovate relentlessly","Bailetti, et al., 2020, p. 15."
BZ0002, The multiplicity of critically relevant external stakeholders necessitates the formulation of multiple valuable propositions ,"Payne et al., 2017, p. 473."
BZ0003,"Resources are the raw material of organizational success , that is, anything that Ban organization can draw on to accomplish its goals.  In their review of RBT in marketing, highlight four market-based resources: 
(1) knowledge, (2) innovation, (3) relationships, and (4) brands.","Payne et al., 2017, p. 475."
BZ0004,"Cross-functional coordination can help a firm incorporate innovation resources into its CVP and offer new ways of addressing customer problems or identify solutions to entirely new problems. 
","Payne et al., 2017, p. 476."
BZ0005," Seen through this RBT lens, the CVP is more than an operational advertising concept; it is a strategic communication device conveying the firm’s core strategy decision ","Payne et al., 2017, p. 477."
BZ0006,"value, and price are two different, elemental characteristics of a market offering (i.e., changing the price of the offering does not change the value of it for the customer).","Wouter et al., 2018, p. 104."
BZ0007,A value proposition is thus the outcome of a reciprocal process that takes place between a company and one or more of its external stakeholders. ,"Bailetti, et al., 2020, p. 18."
FA0001,"Telehealth and mHealth (Mobile Health) systems allow physicians to easily access health-related medical information anytime, anywhere, and to take major decisions remotely on the clinical care of patients in distant areas.","Pezzuto, 2019, p.8"
FA0002,"The healthcare industry in Africa seems to be an ideal context for implementing successful Creating Shared Value (CSV) strategies through the adoption of disruptive business models that might improve patients’ access to affordable healthcare services, support healthcare industry sustainability, and help innovative firms achieve value creation goals and foster social progress.","Pezzuto, 2019, p.5"
FA0003,"With the widespread use of smartphones in the medical workplace, software applications with the ability to translate between languages represent a potentially convenient and inexpensive adjuvant to professional interpretation services. It may also be a useful option for clinicians working in rural areas devoid of professional interpreter services","Chang & Maluda, 2021, p.238"
FA0004,"The main value proposition will be based on proximity to the patient, close supervision, regular one-to-one care attentions, empathy, and on the use of mobile or remote patient monitoring devices.","Pezzuto, 2019, p.18"
FA0006,"To establish the foundations for a relational perspective on disruption, we begin with Teece’s (1986) work, which emphasized the critical role of complementary assets in the successful commercialization of innovations.","Kumaraswamy, 2018, p.1027, Teece, 1986"
FA0007,"Digital medical technologies also facilitate information exchange and collaboration between hospitals and laboratories, and allow healthcare professionals to access information related to a patient's Allergy, even if the patient is unconscious","Mamyrbekova et al. 2020, p. 4"
FA0008,"Mechanisms should be put in place to facilitate further consultation among the various digital health stakeholders, including patients and caregivers. The rights and responsibilities of the various stakeholders involved in connected digital health should also be better defined and highlighted.","Mamyrbekova et al. 2020, p. 3"
FA0009,"These business models often lead to industry convergence, disrupt industries’ incumbents, and create new dimensions of customer experiences, customer expectations, and innovative interactions with customers and value networks through social media, communities of experts, open innovation models, and digital transformation models.","Pezzuto, 2019, p.3"
FA0010,"Blockchain and its distributed ledger technology may give patients more control of their data; improve reliability, security and accuracy of data recording, and help reduce costs. Blockchain-based electronic Health systems may create significant improvements in medical records management.","Pezzuto, 2019, p.10"
FA0011,"Although difficult to measure, the patient-physician relationship has diagnostic and therapeutic benefits. Understanding what symptoms are typical for a patient can help a physician determine the difference between benign and serious pathologies and a patient may disclose more details to a physician they know well.","Kobewka & Forster, 2018, p.161"
FA0012,"Patient Engagement Mobile Apps involve the use of wearable sensors, smartphone apps, and other mobile monitoring and communication devices to provide consumers with interactive care education and outreach services.","Pezzuto, 2019, p.10"
FA0013,"Web communication between patients and their caregivers, friends, family, marketers, and so on takes place through various channels: wired, cellular, and satellite radio, infrared, Bluetooth, and so on.","Mamyrbekova et al. 2020, p. 6"
FA0014,New tools and technologies are already beginning to excite the entire healthcare system and offer high hopes for transforming the delivery of medical services in the near future - increasing efficiency and improving patient care.,"Mamyrbekova et al. 2020, p. 1"
FA0015,"Digital technology can achieve economies of scale that bring fintech and peer-to-peer lenders’ overhead costs down, reduce transaction costs, and increase speed of operations. Cloud-based AI products can enable the lenders to standardize procedures and security levels in different countries relying on Blockchain’s decentralized technology.","Pezzuto, 2019, p.19"
FA0016,Collection of revenue from subscriptions and services has to be enabled by a simple and easily accessible platform like mobile money.,"Pezzuto, 2019, p.19"
FA0017,Data protection law under the GDPR is summoned to regulate not the presence and the use of health apps but the personal data processing performed by those apps.,"Sheppard, 2020, p.564"
FA0018,"As with traditional modalities of healthcare delivery, telehealth relies heavily on reports of patient satisfaction because the patients are the only source of information that can report how they were treated and if the treatment received met the patients’ expectations of care","Kruse et al.,2017, p.2"
JO0001,"In order to identify opportunities for innovation, firms need to scan their digital environment. This involves gathering information on new digital devices, channels, and associated user behaviors.","Nyle´n, 2015, p. 61"
JO0002,Firms need to keep up-to-date with and analyze the progress of digital technology and associated usage patterns. This is done through gathering intelligence on which new hardware devices are on their way to market,"Nyle´n, 2015, p. 63"
JO0003,"User-driven innovation identifies business opportunities and develops new concepts by involving different groups of customers and/or potential users. Within user driven innovation, design thinking is gaining popularity as an approach for doing business innovation. Design thinking is defined as a user-centered innovation approach based on problem solving and a process of repeated iterations between the three creative phases of inspiration, ideation and implementation.","Baldassarre, 2017, p. 177; Baldwin et al, 2011;Liedtka et al., 2012; Brown et al., 2011; Clabretta et al., 2015"
JO0004,Digitization of businesses allows entrepreneurs and managers to reimagine new forms of collaboration to enhance the value creation potential of their business models.,"Amit, 2019, p. 15"
JO0005,"Digital products and services must not only be efficient to use and easy to learn, but also provide a rich user experience. Such user experience can be measured on its levels of usability, aesthetics, and engagement.","Nyle´n, 2015, p. 61"
JO0006,"Tweaking application value means the willingness or the ability of making small changes in the venture’s innovative technology that deliver correspondingly larger improvements in the value of the market offering to the customer. It increases customers’ motivation to cooperate with the technology startup in pilot projects, because pilot customers receive additional focus and the cooperation will lead to product improvements from the customer’s perspective. ","Kirchberger et al., 2020, p. 370"
JO0007,"In order to reap the benefits of digital innovation, firms need to acquire new skills both internally and externally while establishing new digital roles. In doing so, firms should promote continuous learning of the unique properties of digital technologies in order to secure dynamic innovation teams.","Nyle´n, 2015, p. 61"
JO0008,"The granularity is defined as a feature that captures the divisibility of digital products. The divisibility means the components of digital products can be divided into segments and reconstructed into different styles pertain to special customer’s preferences. If the digital products have high differentiation ability, it can be shaped into more products than which one with low differentiation ability. The differentiation ability of digital products is increasing with its granularity increasing, which means the product will shape more styles in a product’s series while their granularity is high","Wang, 2009, p. 6"
OP0001,"A traditional success metric for new projects, even today, is return on investment. But ROI doesn’t help you understand what value a project adds for customers, at least not directly. Further, to calculate it you need to estimate both investments and returns, which is precisely what you haven’t figured out yet. What you need to do instead is identify metrics that are more closely linked to the specific improvements you hope digital initiatives will bring about.","McGrath, 2020, pp 130"
OP0002,"Within an ecosystem, different members (including incumbents) may be affected differently leading to heterogeneity of responses. Such heterogeneity within the ecosystem offers the ‘disruptor’ an opportunity to frame its innovation to attract the support of at least some of its members. This leads us to a framing perspective.","Kumaraswamy, 2018, p.1031"
OP0003,"While collaborative relationships have been shown to have a positive impact on innovative performance, it depends on the nature of the partner(s) involved (Faems et al., 2005).","Kumaraswamy, 2018, p.1029; Faems et al., 2005"
OP0004,"Hereby, banks are under massive pressure to transform their approaches and business models to a more customer-centric approach in order to remain competitive. The traditional institution has felt the disruption and is working towards changing its business model from product-centric to customer-centric [37]. Similarly Mărăcine et al. [49] suggest that five main areas exist where FinTechs can provide improvements in business models for the banks: introducing specialized platforms, covering neglected customer segments, improving customer selection, reduction of the operating costs of the banks, and optimisation of the business processes of the banks.","Diener et al., 2021, p. 5"
OP0005,"Each stakeholder group has unique needs and objectives. The multiplicity of critically relevant external stakeholders necessitates the formulation of multiple valuable propositions that target very different groups with dissimilar roles, needs, and priorities","Bailetti, et al., 2020, p. 15."
OP0006,"Digital innovations, characterized by convergence and generativity (Yoo et al., 2012) are blurring boundaries between industries and sectors (e.g., Education and Entertainment), consumers and producers (e.g., Sharing Economy), humans and machines (e.g., Artificial Intelligence), products and services (e.g., Servitization), and the physical and the digital (e.g., the Internet of Things).","Kumaraswamy, 2018, p.1028; Yoo et al., 2012"
OP0007,"Managers can use representations in communication to represent value and thus facilitate communication with the external surroundings while avoiding misunderstandings. Communication can be used to confront representations and better coordinate dialogues, as different types of visualizations can inspire different kinds of cognitive processes.","Corsaro, 2019, pp 109; Ivanova et al., 2013, Havemo, 2018"
OP0008,"This view also enables the categorization of organizational capabilities into operational or dynamics. In perspective, operational capabilities include the means and practices of efficiently configuring existing resources into products and services, whereas dynamic capabilities reflect the explorative side of the organization","Mafimisebi et al., 2020; pp 15; Eisenhardt & Martin, 2000; Teece, 2007; Winter, 2000, 2003; Zahra, Sapienza, & Davidsson, 2006)"
OP0009,"Thus, successful value capture calls for the design of appropriate governance mechanisms to ensure that value creation is greater than the cost of realizing that value and that the value surplus is distributed fairly among partne","Sjodin et al., 2020, pp. 161; Chesbrough et al., 2018"
OP0010,"However, it is important to note that value capture extends beyond contractual and legal agreements. For example, when partners are focused on value-in-use as the basis for value capture, trust between partners becomes necessary support for control-based relationships centered on contracts and other legal agreements","Sjodin et al., 2020, pp. 161; Reim et al., 2016,2018; Chesbrough et al., 2018"
OP0011,"Another key task for value capture in this phase was deciding on the profit formula. This meant taking the initial estimates from the first phase further by clearly defining how and under what conditions each party would profit from the agreement. Specifically, agreements must be formulated on how costs and revenues will flow under defined operating conditions and in various scenarios. In essence, such a mechanism defined the governance structure that will facilitate a smoothly operating outcome-based service. During this phase, value-capture activities became more quantifiable and concrete as operational routines were fleshed out. Thus, issues such as risk assessment, revenue flow and cost structure, and the development of appropriate outcome indicators became central subtasks.","Sjodin et al., 2020, pp. 172"
OP0012,"A development team with OA has the ability to handle uncertain situations by integrating both the internal and external capability of the organization. For example, agile development teams can detect changes in technology and customer demand and rapidly respond to these situations to manipulate the NPD process [17] for the purpose of improving the competitive advantage of the firm through innovation. Hence, it is vital that an organization adopt greater agility in the process of developing new products to cope with unpredictable situations","Hoonsopon et al., 2021, pp 1722"
OP0013,"LO (LEARNING ORIENTATION) is another key activity of dynamic capability related to seizing and reconfiguration, two elements that play a role in fostering organizations to become more agile. It involves creating and adopting knowledge to enhance competitive advantage [46]. The elements of LO include shared vision, learning commitment, knowledge sharing, and open mindedness [48]. LO focuses on process mastery, but learning is also assessed in terms of success or outcome [49], [50]. According to Akgun et al. [22], organizational adaptation is seen as the dynamic process of continuous learning, which leads to increasing firm innovativeness by offering new product values to the market.","Hoonsopon et al., 2021, pp 1725"
PP0001,"The introductory and the alignment space are suggested to complement the common exploratory, ideation, and prototyping and testing spaces of Design Thinking to appropriately accommodate the Circular Business Model Innovation context. The framework comprises a Circular Business Model Innovation toolbox (in the form of a system diagram, an idea map, Circular Business Model principles, best practice exemplars and business model elements) that is complemented with innovation techniques of a general character to apply throughout the innovation process.","Guldmann et al., 2019, p.59"
PP0002,"A value proposition is an explicit promise made by a company to its customers that it will deliver a particular bundle of value creating benefits. While trying to create a new value proposition one should increase the customer benefits or enhance the existing services for better shopping experience. In this case, the long checkout procedure considered as one of the main reasons for cart abandonment, which have greater rate up to 70 percent.","Satar et al., 2019, p.457"
PP0003,"Obtain continuous responses from the staff, incorporating their mind into the new process of change to ensure the internal processes are smoothly running according to the plan. By ensuring that a company strictly follows these recommendations and adopts the recommended value proposition and implementation strategy, they should stimulate a competitive advantage, which not only will help mitigate the competitive threat but shall escalate the brand image as the leader in the sector.","Satar et al., 2019, p.457"
PP0004,"Consumers are looking for economic benefits such as huge price savings; lowering production/marketing cost when consumer uses Mobile Social Networking to make appointments and place orders. Online review allows consumer easily compare products/services, which save costs, leading to perceived purchase reliability, it is the strongest predictor of loyalty behavior. Convenience of search, access, evaluate, transact, possession, purchase and easy accessibility are two critical customer-perceived value for Mobile Social Networking leading to repurchase intension. Consumers preferred to identify people through phone number, easier to be found and easy access compared to user-ID verification and acceptance.","Wan et al., 2019, p.1094"
PP0005,"The paradigm shift towards considering the significance of data as a strategic resource as well as an external view with inter-organizational data sharing are phenomena that just begin to gain research attention in the context of data governance. The rise of ecosystems underlines the need to review data governance from an inter-organizational perspective, as novel forms of collaboration between various actors lack concepts in enforcing governance mechanisms for data and challenge established practices. The dynamics within ecosystems are more complicated and diverse because value-creation processes, governance and ownership structures over data become less transparent.","Lis & Otto, 2020, p.1"
PP0006,"The subject of analysis in the intra-organizational perspective lies on how to set up organizational structures, use governance mechanisms to improve data quality, manage resources across a single organization and define guidelines for the management of data. From an internal perspective of an organization, the execution of decision rights for the management and use of data manifests itself within organizational structures and hierarchies. They ensure that relevant guidelines and principles regarding data assets are in place and monitored","Lis & Otto, 2020, p.2"
PP0007,"Users of platforms have limited authority and control mechanisms. Platform users as in case Beta need to consider the implications that arise from the interaction with external platforms e.g. mandatory data standards or authoritative entry barriers (fees for platform participation). Beyond the influential sphere of an organization or platform, little is known about who uses the data for which purpose, and with whom the data is shared subsequently in the process. Thus, the influence of authority for the individual actor within an ecosystem might be limited.","Lis & Otto, 2020, p.2"
PP0008,"SMEs seeking growth need to consider early and rapid internationalization as many national markets are not only highly competitive, but also too small, mature, and isolated for lucrative growth. Although SMEs can derive scaling benefits from expansion both within their national market and across national boundaries, the latter is likely to provide them with more benefits. By expanding across borders, they can gain access to new markets, achieve economies of scale and scope, engage in beneficial learning opportunities, and utilize low-cost factor inputs, all relevant aspects in business model scaling. ","Westerlund, 2020, p.48"
PP0009,"Customer relationships are crucial for the internationalization of SMEs. Efficient customer relationship management contributes to business growth, and that scaling requires deep engagement and communications with customers. Specifically, scaling companies need to track and align their value propositions to customers and communicate both internally and externally to deliver high value to customers before, during, and after they use products or consume services. Growth firms emphasize personalized contacts with customers and aim at improving customer satisfaction, rather than reducing costs.","Westerlund, 2020, p.51"
PP0010,"Partners provide an SME with knowledge acquisition and learning, as well as important resources. Scalability may require finding new distribution channel partners and outsourcing non-core technology development or service provision to third parties. Digital technologies enable integration and connectivity with third-party services that are provided by global value network partners through application programming interfaces. A SME’s “digital networking capability” becomes of ultimate importance for its growth; in other words, SMEs need to co-create value with various digitally connected partners.","Westerlund, 2020, p.52"
PP0011,"An organization’s success depends on the availability and orchestration of valuable, rare, inimitable, and non-substitutable assets, which enable the implementation of value-creating strategies capable to generate rents. Specifically, a company can obtain a sustainable competitive position by acquiring and controlling the resources perceived as strategic and consequently developing firm-specific capabilities that are highly dependent on the types of resources accumulated","Ciampi et al., 2021, p.2"
PP0012,"In addition to being used to reengineer business processes, create new products, developing new ways of engaging stakeholders and communities, this knowledge can be effectively deployed for developing new Business Models. In particular, the presence of a trained staff who has the ability to technically handle Business Development and recognize its importance as a valuable source of business information, together with the widespread diffusion of a data-driven corporate culture and knowledge management systems capable of collecting, storing, sharing and utilizing the obtained information, gives firms the opportunity to implement new value creation mechanisms.","Ciampi et al., 2021, p.9"
KI0001,"The need to rethink the optimal mix of product and service business has been identified, since the digital part of a hybrid solution is always a service. Besides, Business Model patterns which were reserved to digital industries until now, are becoming relevant to traditional good sales industries. Consequently, the Industry 4.0 is pushing companies to a change from product to service mindset. Moreover, many researchers have suggested that manufacturing firms in developed economies should expand their role in the value chain by extending their products with services so they do not have to compete solely on manufacturing cost. The result is the so-called product- service system (PSS) concept, a framework describing the integrated development, realization, and offering of specific product-service bundles as a solution for the customer. As a result, suppliers, customers, and other partners become part of a networked ecosystem around the CPS.",Dorleta Ibarra et al. p7
KI0002,"To define the value created and shared in the firm’s innovation ecosystem as a process, we focus not only on the implications of value activities as a strategic resource but we rather adopt a much broader perspective of the value system. The model offers a new way of analyzing three frameworks which stimulate this broader process (value chain, OI and BM), pointing to create an efficient BPM structure across the firm’s innovation ecosystem. Managerial improvements can benefit from this wider perspective by raising quality of open integrated processes, understanding and streamlining distinctive value system operations, implementing measurements and controls by continuous improvement on the use of unique resources (subset of primary and secondary activities) ","Abdulkader et al., 2020 p. 1011"
KI0003,"Nevertheless, this new industrial paradigm is transforming the current ways of value creation, since it involves changes in the technical and production developments, which in turn has brought extensive organizational consequences and opportunities providing more cooperative environments, improved customer relationships or new product and services offers. Consequently, new and adapted business models are needed.",Dorleta Ibarra et al. p5
KI0004,"SBMI faces the challenge of exploring, brokering, and re-aligning organizational boundaries of different stakeholders. However, the processes through which businesses navigate such boundary work for SBMI remains little explored. We address this gap by providing an empirical, detailed description of the boundary work processes for SBMI as a basis for further theoretical and practical work. ","Amit & Zott, 2020 p. 42"
KI0005,"The need to rethink the optimal mix of product and service business has been identified, since the digital part of a hybrid solution is always a service. Besides, Business Model patterns which were reserved to digital industries until now, are becoming relevant to traditional good sales industries. Consequently, the Industry 4.0 is pushing companies to a change from product to service mindset [11, 12]. Moreover, many researchers have suggested that manufacturing firms in developed economies should expand their role in the value chain by extending their products with services so they do not have to compete solely on manufacturing cost. The result is the so-called product- service system (PSS) concept, a framework describing the integrated development, realization, and offering of specific product-service bundles as a solution for the customer. As a result, suppliers, customers, and other partners become part of a networked ecosystem around the CPS.","Ibarra et al., 2018 p7"
KI0006,"The horizontal and vertical integration of the value chain and the related interoperability expands firms’ traditional boundaries due to the organization and the stakeholders’ network. New actors arise and the role of existing ones is changing. As a consequence, new ways of creating and offering value through ecosystems that goes beyond individual value chains are raising. Accordingly, traditional manufacturing companies oriented to product sales, feel increasingly compelled to revise their existing Business Models in response to new competitive dynamics and to tap into those Industry 4.0 inspired opportunities","Ibarra et al., 2018 p7"
